Rating,Comments,Product Name,Sentiment,color_score,service_score,service_rating,price_score,price_rating,quality_score,quality_rating,location_score,location_rating
5,Very useful but calibration facility not available even to date,omran 7120,4 stars,0.009986183606088161,0.15485434234142303,4.63080684596577,0.00045607335050590336,4.575757575757576,0.3215982913970947,4.556045895851721,0.005551415495574474,4.411764705882353
5,"The rate offered was much lower than Amazon and Flipkart. Purchased again the same model. Took a 6V adapter, which is just as the batteries needed are 4 numbers. Alkaline batteries are costly and a 6V adapter would be a good choice.",omran 7120,2 stars,0.002525051822885871,0.18957224488258362,4.63080684596577,0.3858584761619568,4.575757575757576,0.3769836723804474,4.556045895851721,0.018476970493793488,4.411764705882353
4,Nice product its genuine....it is a good conpany OMRON.for 2090/-...nice NO DOUTS GO FOR IT,omran 7120,4 stars,0.0034198053181171417,0.39282283186912537,4.63080684596577,0.25399935245513916,4.575757575757576,0.9911841750144958,4.556045895851721,0.004024525638669729,4.411764705882353
5,"Awesome , accurate",omran 7120,5 stars,0.04769980534911156,0.5410683155059814,4.63080684596577,0.015005468390882015,4.575757575757576,0.9629281759262085,4.556045895851721,0.056549470871686935,4.411764705882353
5,Better product,omran 7120,3 stars,0.0034001613967120647,0.003158899722620845,4.63080684596577,0.0044687651097774506,4.575757575757576,0.9871180057525635,4.556045895851721,0.0005254803691059351,4.411764705882353
5,Excellent deals,omran 7120,5 stars,0.006982757244259119,0.007741218898445368,4.63080684596577,0.711361825466156,4.575757575757576,0.788955569267273,4.556045895851721,0.010280703194439411,4.411764705882353
4,Product received and is good,omran 7120,4 stars,0.002621808322146535,0.005029887426644564,4.63080684596577,0.0006983086350373924,4.575757575757576,0.9389623999595642,4.556045895851721,0.0010184942511841655,4.411764705882353
5,Purchased in 2017 till date (2021) working excellent with minimal error. Consumption of battery is low.,omran 7120,5 stars,0.007238283753395081,0.6902121901512146,4.63080684596577,0.017808228731155396,4.575757575757576,0.9078484177589417,4.556045895851721,0.01773642748594284,4.411764705882353
5,very good product,omran 7120,5 stars,0.0028725469019263983,0.0010219754185527563,4.63080684596577,0.0009475129772908986,4.575757575757576,0.9669745564460754,4.556045895851721,0.0006001598667353392,4.411764705882353
4,Hem7120. Monitor working good,omran 7120,4 stars,0.04646914824843407,0.463818222284317,4.63080684596577,0.014153318479657173,4.575757575757576,0.8000719547271729,4.556045895851721,0.517097532749176,4.411764705882353
5,Accurate and perfect.,omran 7120,5 stars,0.02897220104932785,0.5869046449661255,4.63080684596577,0.01790287159383297,4.575757575757576,0.988490641117096,4.556045895851721,0.09968260675668716,4.411764705882353
5,I AM HAPPY WITH THE PURCHASE,omran 7120,5 stars,0.023717151954770088,0.051621947437524796,4.63080684596577,0.07578057795763016,4.575757575757576,0.7275187969207764,4.556045895851721,0.005190751980990171,4.411764705882353
5,Best for money,omran 7120,5 stars,0.001291524851694703,0.2070392221212387,4.63080684596577,0.9959479570388794,4.575757575757576,0.9749918580055237,4.556045895851721,0.019929328933358192,4.411764705882353
5,"I like this product, good accuracy n reliable",omran 7120,5 stars,0.000427393737481907,0.4119162857532501,4.63080684596577,0.0022492047864943743,4.575757575757576,0.984978437423706,4.556045895851721,0.008418846875429153,4.411764705882353
5,Excellent Working,omran 7120,5 stars,0.008539083413779736,0.8776324391365051,4.63080684596577,0.001534314826130867,4.575757575757576,0.9880433678627014,4.556045895851721,0.005492296069860458,4.411764705882353
5,Great product,omran 7120,5 stars,0.0018123580375686288,0.0009458266431465745,4.63080684596577,0.0007911879220046103,4.575757575757576,0.9608940482139587,4.556045895851721,0.0003594903682824224,4.411764705882353
